smiles,logP,pH,Temperature
O=c1[nH]cc(F)c(=O)[nH]1,-0.89,4.0,22.0
O=c1[nH]cc(F)c(=O)[nH]1,-0.89,4.0,25.0
O=c1[nH]cc(F)c(=O)[nH]1,-0.89,4.0,37.0
CC(=O)N=c1[nH]nc(S(N)(=O)=O)s1,-0.26,7.4,25.0
CC(=O)N=c1[nH]nc(S(N)(=O)=O)s1,-0.26,7.2,35.0
O=C(O)C(=O)CC(O)O,-1.26,1.42,20.0
O=C(O)C(=O)CC(O)O,-1.26,1.42,25.0
NC(=O)CC(N)C(=O)O,-3.41,7.0,25.0
O=c1[nH]cnc2[nH]cnc12,-1.11,5.7,23.0
O=C(O)c1ccsc1,1.5,2.7976,25.0
CNS(=O)(=O)c1n[nH]c(=NC(C)=O)s1,0.49,7.2,35.0
CC(=O)/N=c1\sc(S(N)(=O)=O)nn1C,0.13,7.4,22.0
CC(=O)/N=c1\sc(S(N)(=O)=O)nn1C,0.13,7.4,25.0
O=C(O)C1CCCN1,-2.5,6.3,25.0
CCCC(N)C(=O)O,-2.11,5.98,20.0
N=c1c(Cl)c(Cl)[nH]c(C(=O)O)c1Cl,0.3,2.8,10.0
N=c1c(Cl)c(Cl)[nH]c(C(=O)O)c1Cl,0.3,2.8,20.0
N=c1c(Cl)c(Cl)[nH]c(C(=O)O)c1Cl,0.3,2.8,30.0
N=c1c(Cl)c(Cl)[nH]c(C(=O)O)c1Cl,0.3,2.8,40.0
O=[N+]([O-])c1cccc([N+](=O)[O-])c1O,1.37,3.32,15.0
COC(=O)n1cc(F)c(=O)[nH]c1=O,-0.68,4.0,22.0
CNC(=O)n1cc(F)c(=O)[nH]c1=O,-0.2,4.0,22.0
O=[PH](=O)(O)c1ccccc1,0.54,0.8991,15.0
Nc1ccc(S(N)(=O)=O)cc1,-0.62,6.9,37.0
CCc1c(O)[nH]c(=O)[nH]c1=O,-0.35,2.31,25.0
Cc1ncc([N+](=O)[O-])n1CCO,-0.02,3.16,25.0
Cc1ncc([N+](=O)[O-])n1CCO,-0.02,2.69,25.0
N=c1[nH]c(=N)[nH]c(=NC2CC2)[nH]1,-0.06,7.0,20.0
N=c1[nH]c(=N)[nH]c(=NC2CC2)[nH]1,-0.06,7.0,25.0
CCCCCC(O)/C=C/C1C(O)CC(O)C1C/C=C/CCCC(=O)O,2.72,4.44,25.0
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,3.36,12.46,37.0
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,3.36,11.94,37.0
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,3.36,11.42,37.0
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,3.36,11.02,37.0
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,3.36,9.45,37.0
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,3.36,7.34,37.0
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,3.36,7.28,37.0
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,3.36,7.15,37.0
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,3.36,6.0,37.0
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,3.36,5.65,37.0
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,3.36,5.29,37.0
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,3.36,5.11,37.0
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,3.36,4.98,37.0
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,4.3,6.5,37.0
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,4.37,7.4,25.0
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,4.37,12.47,35.0
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,4.37,9.8,35.0
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,4.37,8.78,35.0
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,4.37,8.03,35.0
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,4.37,7.66,35.0
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,4.37,7.04,35.0
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,4.37,6.51,35.0
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,4.37,6.23,35.0
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,4.37,5.94,35.0
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,3.95,12.77,35.0
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,3.95,7.97,35.0
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,3.95,7.6,35.0
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,3.95,6.97,35.0
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,3.95,6.64,35.0
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,3.95,6.45,35.0
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,3.95,6.15,35.0
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,3.95,5.66,35.0
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,3.95,7.4,25.0
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)C21C,3.5,2.4,37.0
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)C21C,3.5,3.0,20.0
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,4.15,3.0,20.0
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,4.15,3.0,30.0
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,4.15,2.4,37.0
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,2.39,3.0,30.0
C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,5.77,4.5,25.0
Oc1c(Cl)cc(Cl)c(Cl)c1Cl,4.45,5.1,25.0
Nc1ccc(S(N)(=O)=O)cc1,-0.62,5.9,20.0
Nc1ccc(S(N)(=O)=O)cc1,-0.62,7.1,25.0
Nc1ccc(S(N)(=O)=O)cc1,-0.62,4.9,37.0
Nc1ccc(S(N)(=O)=O)cc1,-0.62,5.9,37.0
Nc1ccc(S(N)(=O)=O)cc1,-0.62,7.5,37.0
Nc1ccc(S(N)(=O)=O)cc1,-0.62,7.1,37.0
Nc1ccc(S(N)(=O)=O)cc1,-0.62,7.4,37.0
NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,-0.24,6.5,15.0
NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,-0.24,6.5,25.0
NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,-0.24,6.5,37.0
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,-0.07,6.5,15.0
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,-0.07,6.5,25.0
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,-0.07,6.5,37.0
NCCc1ccc(O)c(O)c1,-2.0,7.4,20.0
CCN=c1nc(OC)[nH]c(=NCC)[nH]1,1.82,7.0,26.0
CCN=c1nc(OC)[nH]c(=NCC)[nH]1,1.82,3.0,26.0
CCN=c1nc(C)[nH]c(=NCC)[nH]1,1.82,3.0,21.0
CCN=c1nc(SC)[nH]c(=NCC)[nH]1,2.54,3.0,26.0
N#Cc1ccc(C(=O)O)cc1,1.56,1.0,25.0
O=C(O)c1cccc(C(=O)O)c1,1.66,1.0,25.0
O=C(O)c1ccc(C(=O)O)cc1,2.0,1.0,25.0
COc1ccc(C(=O)O)c(O)c1,2.99,1.0,25.0
COc1ccc(O)c(C(=O)O)c1,2.78,1.0,25.0
NS(=O)(=O)c1nc2ccc(Cl)cc2s1,2.1,7.2,37.0
O=C(O)c1ccccc1I,2.4,2.7,15.0
O=C(OCCCl)n1cc(F)c(=O)[nH]c1=O,0.02,4.0,22.0
NS(=O)(=O)c1nc2ccccc2s1,1.33,7.2,37.0
NS(=O)(=O)c1nc2ccc(O)cc2s1,1.13,7.2,37.0
Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,2.13,7.0,20.0
O=C(O)c1ccccc1,1.87,5.0,20.0
O=C(O)c1ccccc1,1.87,3.0,22.0
O=C(O)c1ccccc1,1.87,3.0,20.0
O=C(O)c1ccccc1,1.87,4.0,20.0
O=C(O)c1ccccc1,1.87,6.0,20.0
O=C(O)c1ccccc1,1.87,6.8,25.0
O=C(O)c1ccccc1,1.87,5.0,25.0
O=C(O)c1ccccc1,1.87,7.4,25.0
O=C(O)c1ccccc1O,2.26,5.0,22.0
O=C(O)c1ccccc1O,2.26,1.2,22.0
O=C(O)c1ccccc1O,2.26,2.0,21.0
Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,-0.85,1.3,37.0
Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,-0.85,7.2,37.0
CCC(=O)n1c(=O)[nH]cc(F)c1=O,0.19,4.0,22.0
CCOC(=O)n1c(=O)[nH]cc(F)c1=O,0.11,5.0,22.0
CC(=O)OCn1cc(F)c(=O)[nH]c1=O,-0.67,4.0,22.0
CC(=O)OCn1c(=O)[nH]cc(F)c1=O,-0.42,4.0,22.0
CCOC(=O)n1cc(F)c(=O)[nH]c1=O,-0.17,4.0,22.0
NS(=O)(=O)c1cc2c(s1)C(=O)CCS2,0.91,7.4,25.0
NS(=O)(=O)c1cc2c(s1)SCCC2=O,0.74,7.4,25.0
NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CCC2=O,-0.04,7.4,25.0
NS(=O)(=O)c1cc2c(s1)C(=O)CCS2(=O)=O,-0.2,7.4,25.0
CNS(=O)(=O)c1ccc(Cl)cc1,1.92,7.2,35.0
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,-0.07,4.56,25.0
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,-0.07,2.0,25.0
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,-0.07,6.0,25.0
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,-0.07,8.0,25.0
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,-0.07,9.08,25.0
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,-0.07,3.0,25.0
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,-0.07,8.55,25.0
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,-0.07,4.0,25.0
CN(C)C(=O)n1cc(F)c(=O)[nH]c1=O,-0.37,4.0,22.0
CCNC(=O)n1cc(F)c(=O)[nH]c1=O,0.35,4.0,22.0
Cn1c(=O)c2[nH]cnc2n(C)c1=O,-0.02,7.4,37.0
Cn1c(=O)c2[nH]cnc2n(C)c1=O,-0.02,4.5,37.0
NS(=O)(=O)c1cc2c(s1)C(O)CCS2,0.48,7.4,25.0
NS(=O)(=O)c1cc2c(s1)SCCC2O,0.68,7.4,25.0
NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CC(O)C2,-0.44,7.4,25.0
NS(=O)(=O)c1cc2c(s1)C(O)CCS2(=O)=O,-0.59,7.4,25.0
NS(=O)(=O)c1cc2c(s1)CC(O)CS2(=O)=O,-0.7,7.4,25.0
CCN=c1nc(Cl)[nH]c(=NCC)[nH]1,2.18,7.0,26.0
CCN=c1nc(Cl)[nH]c(=NCC)[nH]1,2.18,3.0,26.0
O=C1NC(=O)c2ccccc21,1.15,5.4053,25.0
N#Cc1cccc(C(=O)O)c1,1.48,1.0,25.0
O=C(O)COc1ccc(Cl)cc1Cl,2.81,1.0,25.0
O=c1[nH]c(O)cn1/N=C/c1ccc([N+](=O)[O-])o1,-0.47,7.2,37.0
O=c1[nH]c(O)cn1/N=C/c1ccc([N+](=O)[O-])o1,-0.47,7.0,25.0
O=c1[nH]c(O)cn1/N=C/c1ccc([N+](=O)[O-])o1,-0.47,1.2,22.0
O=c1[nH]c(O)cn1/N=C/c1ccc([N+](=O)[O-])o1,-0.47,6.5,25.0
O=c1[nH]c(O)cn1/N=C/c1ccc([N+](=O)[O-])o1,-0.47,5.0,37.0
O=c1[nH]c(O)cn1/N=C/c1ccc([N+](=O)[O-])o1,-0.47,4.8,37.0
COC(=O)c1ccccc1O,2.36,7.4,21.0
COc1cc(C(=O)O)ccc1O,1.43,3.3,14.0
CC(=O)NS(=O)(=O)c1ccc(N)cc1,-0.96,5.9,37.0
CC(=O)NS(=O)(=O)c1ccc(N)cc1,-0.96,6.6,37.0
CC(=O)NS(=O)(=O)c1ccc(N)cc1,-0.96,7.0,37.0
CC(=O)Nc1ccc(S(N)(=O)=O)cc1,-0.04,4.9,20.0
CC(=O)NS(=O)(=O)c1ccc(N)cc1,-0.96,4.8,37.0
CC(=O)NS(=O)(=O)c1ccc(N)cc1,-0.96,5.6,37.0
CC(=O)NS(=O)(=O)c1ccc(N)cc1,-0.96,5.3,37.0
CC(=O)NS(=O)(=O)c1ccc(N)cc1,-0.96,4.5,37.0
CC(=O)NS(=O)(=O)c1ccc(N)cc1,-0.96,4.9,20.0
NCCc1ccc(O)cc1,-2.12,10.0,15.0
CNS(=O)(=O)c1ccc(C)cc1,1.28,7.4,22.0
N=c1[nH]c(=O)c2ncn(COCCO)c2[nH]1,-1.56,7.4,37.0
CCC1(CC)C(=O)NC(=O)NC1=O,0.65,7.9,33.0
CCC1(CC)C(=O)NC(=O)NC1=O,0.65,7.02,30.0
CCC1(CC)C(=O)NC(=O)NC1=O,0.65,6.91,30.0
CCC1(CC)C(=O)NC(=O)NC1=O,0.65,6.82,30.0
CCC1(CC)C(=O)NC(=O)NC1=O,0.65,7.08,30.0
CCC1(CC)C(=O)NC(=O)NC1=O,0.65,6.42,30.0
CCC1(CC)C(=O)NC(=O)NC1=O,0.65,6.78,30.0
CCC1(CC)C(=O)NC(=O)NC1=O,0.65,6.24,30.0
CCC1(CC)C(=O)NC(=O)NC1=O,0.65,6.04,30.0
CCC1(CC)C(=O)NC(=O)NC1=O,0.65,7.43,25.0
CCC1(CC)C(=O)NC(=O)NC1=O,0.65,4.9,33.0
CCC1(CC)C(=O)NC(=O)NC1=O,0.65,7.9,25.0
CCC1(CC)C(=O)NC(=O)NC1=O,0.65,6.66,30.0
N=C(N)N=c1[nH]c(CSCCC(=N)NS(N)(=O)=O)cs1,-0.56,6.48,25.0
N=C(N)N=c1[nH]c(CSCCC(=N)NS(N)(=O)=O)cs1,-0.56,9.06,25.0
N=C(N)N=c1[nH]c(CSCCC(=N)NS(N)(=O)=O)cs1,-0.56,6.09,25.0
N=C(N)N=c1[nH]c(CSCCC(=N)NS(N)(=O)=O)cs1,-0.56,7.83,25.0
N=C(N)N=c1[nH]c(CSCCC(=N)NS(N)(=O)=O)cs1,-0.56,7.54,25.0
N=C(N)N=c1[nH]c(CSCCC(=N)NS(N)(=O)=O)cs1,-0.56,8.71,25.0
N=C(N)N=c1[nH]c(CSCCC(=N)NS(N)(=O)=O)cs1,-0.56,6.89,25.0
N=C(N)N=c1[nH]c(CSCCC(=N)NS(N)(=O)=O)cs1,-0.56,8.2,25.0
N#CC(C#N)=NNc1ccc(Cl)cc1,3.39,7.2,25.0
N#CC(C#N)=NNc1cccc(Cl)c1,3.38,5.0,25.0
N#CC(C#N)=NNc1ccc(Cl)cc1,3.39,3.0,25.0
N#CC(C#N)=NNc1ccc(Cl)cc1,3.39,5.0,25.0
N#CC(C#N)=NNc1cccc(Cl)c1,3.38,7.2,25.0
N#CC(C#N)=NNc1cccc(Cl)c1,3.38,3.0,25.0
N#CC(C#N)=NNc1ccccc1[N+](=O)[O-],2.9,5.0,25.0
N#CC(C#N)=NNc1ccccc1[N+](=O)[O-],2.9,7.2,25.0
N#CC(C#N)=NNc1ccc([N+](=O)[O-])cc1,2.37,5.0,25.0
N#CC(C#N)=NNc1ccc([N+](=O)[O-])cc1,2.37,7.2,25.0
CC(=O)c1ccc(N)cc1,0.83,10.66,37.0
N#CC(C#N)=NNc1ccc([N+](=O)[O-])cc1,2.37,3.0,25.0
N#CC(C#N)=NNc1ccccc1[N+](=O)[O-],2.9,3.0,25.0
N#CC(C#N)=NNc1ccccc1,2.64,7.2,25.0
N#CC(C#N)=NNc1ccccc1,2.64,5.0,25.0
N#CC(C#N)=NNc1ccccc1,2.64,3.0,25.0
N#CC(C#N)=NNc1cccc(O)c1,2.28,3.0,25.0
N#CC(C#N)=NNc1cccc(O)c1,2.28,5.0,25.0
N#CC(C#N)=NNc1cccc(O)c1,2.28,7.2,25.0
Oc1cccc2cccnc12,1.96,7.75,20.0
Oc1cccc2cccnc12,1.96,6.36,20.0
Oc1cccc2cccnc12,1.96,8.55,20.0
Oc1cccc2cccnc12,1.96,5.83,20.0
Oc1cccc2cccnc12,1.96,9.57,20.0
Oc1cccc2cccnc12,1.96,4.03,20.0
Oc1cccc2cccnc12,1.96,9.7,20.0
Oc1cccc2cccnc12,1.96,9.83,20.0
Oc1cccc2cccnc12,1.96,9.95,20.0
Oc1cccc2cccnc12,1.96,9.76,20.0
Oc1cccc2cccnc12,1.96,11.07,20.0
Oc1cccc2cccnc12,1.96,7.36,25.0
O=C(N=c1cn[nH]s1)Nc1ccccc1,1.77,7.0,25.0
O=C(O)/C=C/c1ccccc1,2.13,3.48,25.0
O=C(O)/C=C\c1ccccc1,2.13,2.62,18.0
CC(=O)Oc1ccccc1C(=O)O,1.19,3.0,30.0
CC(=O)Oc1ccccc1C(=O)O,1.19,2.0,25.0
CC(=O)Oc1ccccc1C(=O)O,1.19,4.0,25.0
CC(=O)Oc1ccccc1C(=O)O,1.19,7.4,22.0
CC(=O)Oc1ccccc1C(=O)O,1.19,5.0,22.0
CC(=O)Oc1ccccc1C(=O)O,1.19,4.33,25.6
CC(=O)Oc1ccccc1C(=O)O,1.19,6.5,25.0
CC(=O)Oc1ccccc1C(=O)O,1.19,1.0,37.0
CC(=O)Oc1ccccc1C(=O)O,1.19,1.2,22.0
COC(=O)N=c1[nH]c2ccccc2[nH]1,1.52,8.0,20.0
COC(=O)N=c1[nH]c2ccccc2[nH]1,1.52,7.0,20.0
Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,0.05,6.75,37.0
Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,0.05,7.89,37.0
Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,0.05,7.51,25.0
Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,0.05,7.25,25.0
Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,0.05,7.28,25.0
Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,0.05,7.3,25.0
Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,0.05,7.23,25.0
Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,0.05,7.59,37.0
Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,0.05,7.4,37.0
Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,0.05,7.64,25.0
Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,0.05,7.68,37.0
Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,0.05,7.71,37.0
Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,0.05,7.44,37.0
Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,0.05,7.61,25.0
Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,0.05,6.5,37.0
Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,0.05,7.35,37.0
Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,0.05,8.06,25.0
Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,0.05,7.81,37.0
Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,0.05,4.61,37.0
Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,0.05,7.9,37.0
Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,0.05,7.79,37.0
Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,0.05,6.48,25.0
Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,0.05,6.67,25.0
Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,0.05,6.85,25.0
Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,0.05,6.88,37.0
Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,0.05,6.49,37.0
Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,0.05,6.72,37.0
Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,0.05,7.38,25.0
Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,0.05,7.32,25.0
Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,0.05,6.32,25.0
Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,0.05,6.17,25.0
Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,0.05,6.12,25.0
Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,0.05,5.8,37.0
Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,0.05,5.89,37.0
Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,0.05,7.78,37.0
Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,0.05,5.9,37.0
Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,0.05,6.08,37.0
Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,0.05,4.9,37.0
Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,0.05,7.06,37.0
Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,0.05,7.12,37.0
Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,0.05,7.1,37.0
Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,0.05,7.02,37.0
Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,0.05,7.07,37.0
